"4","кофе вкусный, в целом довольна. благодаря большому размеру кухни, установила так, чтобы пар из боковых стенок не портил мебель )) для домашнего использования вполне удобный и быстрый способ приготовления кофе и пенка стойкая ))"
"5","покупал не тут, очень доволен, пользуюсь две недели. Пену супер бьет, кофе вкусный, напрягает конечно что нет постоянного режима ожидания а так очень хорошая :)"
"5","Да ещё хочу добавить - тихая в работе, старая б/у так громко молола кофе, что наверное соседи слышали , что я хочу кофейку попить..."
"5","Кофемашина класс, до этого была б/у но тоже этой марки , с ней куча заморочек было по поводу чистки, а эта просто супер , сама себя чистит. Покупала для себя и сына так как он любит капучино, все напитки с молоком очень вкусные , кофе эспрессо надо отрегулировать помол , а в общем очень довольна покупкой!!!!"
"4","Выглядит хорошо, спроектирована нормально но внутри детали пластмассовенькие. Нет счетчика чашек, функционал на 4 напитка+вспененное молоко и кипяток. Как-бы компромисс между нормальной кофемашиной за конский ценник и хоть чем-нибудь напоминающим кофемашину. Вроде делает все нормально но не более того. Настройки детские. В моем рейтинге 3+ поставлю 4 за внешний вид. Кофе использую Kopi Luwak. Вкус раскрыть пока не получилось, даже на 2ке слишком горький выходит."
"4","Нормальная машина, для среднестатистического кофемана. Вот только хороший эспрессо готовится 22-25 секунд и под давлением 9 бар. А этот аппарат давит 15 бар и готовит эспрессо за 12 секунд. И вот с каким бы бубном вы вокруг неё не скакали, идеальный напиток не получишь. Это я ещё не проверял температуру на выходе, в настройках ведь написаны не градусы, а мин/сред/выс, а уж сколько градусов аппарат подает на сам кофе в процессе, неизвестно... Давление не настраивается. Степень помола можно регулировать только во время помола, иначе можно сломать механизм. Настройка занимает время и зерна уходят как вода в песок. У меня ушло почти 200 грамм Lavazza qualita oro. Кстати кофе Blaser получается вкуснее. Пенка получается так себе, на молоке Славяночка 2,5%, как положено охлажденное до 6 градусов. Ну да ладно, Jura с этими опциями в 2 раза дороже, только и кофе там интереснее выходит. Для тех кто в танке - чтоб подставка не царапалась, кладите салфетку под чашку."
"5","Пользуюсь этой кофемашиной уже 3 месяца. Поначалу пришлось потратить время на то, чтобы подобрать вкусные кофейные зерна и молока и получить именно то, за чем раньше я топала в кофейню. Люди! Если вам не нравится кофе который готовит кофемашинка, обязательно эксперементируйте с разными сортами кофейных зерен и молоком (если пьете кофе с молоком). Я сама не думала, что могут быть такие разительные отличия. Теперь я по утрам не ищу с горящими глазами кофейню по пути на работу, а наслаждаюсь капучино у себя дома. Всем брать!!"
"5","Выбирала мужу на подарок кофе машину, остановилась на этой модели по ряду причин: 1. Отличное соотношение цена/качесвтво 2. Готовит прекрасный ароматный кофе 3. Автокапучинатор - очень удобная вещь 4. Приготовление основных видов напитков одним нажатием кнопки 5. Удобная чистка 6. Красивый дизайн Ребята с Розетки как всегда оперативно сработали, быстро подтвердили заказ и отправили кофеварку! Спасибо!"
"5","Очень давно хотела домой кофемашину-автомат, чтобы вкуснейший кофе пить дома, а не покупать по дороге на работу. И вот муж порадовал на День Рожденья. Ну что вам сказать, я в абсолютном восхищении. Машинка красивая, удобная, компактная, в первые дни стала просто центром дома :). Есть возможность готовить разные напитки, но мы все равно пьем два. Установка и уход- пока все очень просто. Я на всякий случай ""подглядела"" в ютюбе видео-обзор, мне он помог легко все установить и настроить (есть видео на английском Discover Saeco Incanto, на русском не нашла). Пока очень довольна подарком/покупкой (ну чесно говоря я сама выбрала машинку, но подарил все равно муж :)). Аромат свежемолотого кофе с утра наполняет дом - моя мечта сбылась!"
"5","Машина отличная, получил в подарок на день рождения. Латте и капуччино делает отменные, выглядит дорого и стильно."
"5","Взяли для дома. Кофемашина компактная и выглядит очень симпатично. Первичная настройка простая-жесткость воды, установка фильтра аква-клин, крепость кофе, степень помола. Вкус и качество напитков отменные, конечно нужно использовать качественный кофе. Капучинатор обеспечивает отличную плотную пенку, как и должно быть!Расстроило качество металллического поддона под чашки-он очень быстро царапается и теряет вид, на машинах от Делонги такого не наблюдается (в офисе 5-ти летний Делонги). Коротко всё. Вцелом покупкой очень довольны, машине 3 мес."
