"5","Отличная кофеварка, благодаря функции запрограмированного старта она утром сварит вам кофе сама и будет подогревать его 40 минут при необходимости. Полный кофейник варит за 5 минут, вкус кофе от сваренного в турке не отличается ни чем. Удобна в обслуживании, кофейник удобный и легко моется, пользуемся бумажными фильтрами- использованный выбросили, новый поставили, теперь никаких проблем с остатками кофе в раковине нет. Советуем всем."
"5","Кофеварка очень хорошая не жалею то что купил её. Просто хочу уточнить надо покупать фильтры для кофе."
