"5","Жалею, что не купил кофемашину раньше)"
"4","Готовит хороший кофе, но почемуто перестал работать капучинатор, на всех режимах выдает просто молоко, без пенки. С чем это может быть связано?"
"5","Пользуемся одну неделю, нравится. Вкусный кофе и капучино. Можно настроить программы под себя."
"3","Загало задоволений, але є ряд недоліків - нізащо не купив би з ними, якби ціна була не зменшеною. Каву робить класно. Відносно компактний розмір. Багато різних видів кави. Висне часто, може забути в першу порцію Лате (чи іношого молочного напою) долити каву. Ціна без акції взагалі неймоіврно велика для такої якості ПО. Дуже маленькі порції."
"5","Хорошая машина, я довольна. Играю, пробуя варить разные напитки и подстраивая порции по своему желанию, что тоже увлекательно. Но, инструкция - настольная книга, пока. Знаю как и что надо сделать, но проверяю себя, очень не хочется навредить моей новой подружке. :) Молочная пенка получается отличная, не только из обезжиренного молока, я использую деревенское, только наполняя ёмкость отцеживаю пенку через ситечко и мою крышку не раз в два дня, как написано в инструкции, а каждый вечер."
"5","Машина в роботі легка і зрозуміла. Два дні і половина пачки зерна кави, пішло на дегустацію і вибір улюбленого напою для кожного з моєї сім'ї. Тепер всі заспокоїлись і насолоджуємося кавою. Молочне меню - чудове, піна стійка. Разом з машиною придбала стакани DELONGHI для еспресо і латте макіато - гарні, кава в них здається смачнішою (можливо через двійні стінки)"
"5","47.7см - это не высота, а её глубина. Машину испробовал, в целом все отлично."
"4","Отличная кофе машина"
"5","Хочу обратить внимание покупателей на гарантию этой кофемашины. Сегодня выяснил, что несмотря на то, что в гарантийном талоне прописано 2 года гарантии, сейчас действует акция от Delonghi на полное гарантийное обслуживание этой модели в течении пяти лет. Достаточно в сервисном центре Delonghi с гарантийным талоном предоставить товарный чек с датой продажи. Информацию подтвердили в сервисном центре и на горячей линии Delonghi, а так же в службе поддержки клиентов Розетки. Теперь о самой кофемашине. Имхо, но 29.660.SB оптимальный вариант для дома и офиса - небольшой размер и отличные функции при цене 18к. грн. при этом очень быстро готовит очень вкусные напитки). Из недостатков можно отметить неудобное расположение емкости для воды и на самой емкости нет ручки. При приготовлении напитков есть незначительная вибрация, приходиться присматривать за стаканом, иначе порция кофе окажется в поддоне). В остальном отличный товар!"
"5","Розетці дякую за оперативність ,як завжди магазин для мене на висоті ,також порадувала акція (брав зі знижкою прибл.60%), та кг кави у подарунок, все було у комплекті згідно переліку,усі молочні напої перепробували смачні як з професійних на автозаправках,(діти сподобали),дуже багато функцій під особистий смак ,з меленої кави напій виходить не гірший(залежно від якості самої кави),можливість вибирати кількість і крепкість чашки напою,перед включенням і після йде промивка ,що зменшує закупорення трубочок (звичайно має значення жорсткість води) Взагалі машина супер."
"5","За всё время пользования ни разу не пожалела о своем выборе. Ещё важный плюс это то, что любую заводскую программу можно перепрограммировать под себя (изменить порции кофе и молока)! Можно настроить температуру нагрева воды."
"3","Почему отсутствует индикаторная полоска для измерения жесткости воды? При распаковки ее не обнаружила."
"5","Давно хотела себе кофемашину. Она волшебная. Капучино получается очень вкусное. Покупала по акции и кофе еще в подарок. Спасибо розетке. к"
"4","Только купила. Ещё не пробовала зерновой кофе, с молотым работает тихо, капучино готовит за полторы минуты. Меню интуитивное, но инструкцию рекомендую прочитать ;) В комплекте фильтр для смягчения воды, пока не ставила. Неприятно удивил цвет - машина не матовая как на фото, а ГЛЯНЦЕВАЯ - БЛЕСТЯЩАЯ на боковых чёрных поверхностях - сразу остаются пальцы, капли, пыль - за это минус балл. Аппарат намного больше чем я представляла по фото -обязательно проверяйте размеры в описании и ""на местности"""
"5","Купили в офис. Всем довольны. Небольшой коллектив обслуживает на ""ура!"". Рассчитана, правда, на итальянцев - с маленькими кружечками кофе... Но в настройках позволяет догнать объем одной порции до 150мл, чего хватает и нам."
"5","После одного месяца эксплуатации - рекомендуем на все 100% Кофе вкусный и горячий.Все режимы работают на отлично."
"3","Машинка хорошая, объем резервуара и кофейных зерен достаточный. О заполнении лотка отходов сообщает (скорее всего по счетчику чашек)."
"5","Все супер. Но. Оценить после недели эксплуатации - это просто невозможно. Пусть пройдет испытание временем. Скажу только одно. Уважаемые владельцы ВСЕх кофемашин!!! Купили дорогую игрушку, позаботьтесь о качестве воды. Только мягкая вода. Сразу проверил на обычной отфильтрованой (кувшин) и на следующий день на бутылированой (проверка на жесткость обязательна). И дело даже не в изменившемся вкусе, меньше будет солевых отложений внутри кофемашины. Всем приятного кофепития!!!"
"5","Купила кофеварку по акции. Огромное СПАСИБО менеджерам и Розетке за чудесную машину. Есть очень доступное меню на русском языке. Множество функций. Одним нажатием кнопки легко готовится эспрессо, капучино с пышной пенкой (есть возможность выбрать максимальную пенку или пенку среднюю), латте, латте маккиато или горячее молоко, одну чашку кофе или сразу две, двойной кофе или американо... Для приготовления лучшей пенки производитель рекомендует молоко низкой жирности (я брала 1,5 %, все получилось самым лучшим образом) и охлажденное. Емкость с молоком удобно ставить в холодильник. Трубку подачи молока и трубку всасывания каждый раз надо промывать, перед этим поставив для прочистки в режим CLEAN. Есть функция подачи горячей воды, которую очень удобно использовать для приготовления чая. Есть режим ""Мой кофе"", которым пока еще не успела воспользоваться. В этом режиме можно настроить крепость и объем кофе. Легкость в эксплуатации. Начитавшись отзывов, воду использую лишь бутилированную, чтобы уменьшить количество декальцинаций. После каждого включения и перед выключением кофемашина совершает процесс ополаскивания, поэтому не забывайте о емкости для воды. Для кофеманов - очень хороший друг... При своей компактности (занимает очень мало места) имеет чудесную функциональность."
"5","Очень хорошая машина.Компактная,при этом функционал супер. Латте,эспрессо не уступает WOGовскому, с Franke ."
