"4","Все отлично, кроме того что капля стоп практически не работает"
"5","Кофеварка сподобалась. Все пряцює, готує каву швидко і смачно. Додатково купуйте бумажні фільтри, вони в комплекті не йдуть."
"5","Все класно. Кофе бомба. И удобний таймер."
"5","Очень довольна осталась кофеваркой, она тихая, быстро заваривает кофе, легко моется и просто красивая."
"4","В общем кофеварка имеет неплохой дизайн и хорошо работает."
"5","Работает отлично. Единственный минус нету фильтра для кофе, без него очень сложно приготовить нормальное кофе. Или хотя бы предлагали в дополнение купить фильтры."
"5","конечно с помповой saeco не сравниться:))) думал что будет подтекать (много таких отзывов) - даже близко нет!!! кофеварка работает идеально! мне даже интересно как это можно сделать? до 9 очень быстро готовит кофе. а таймер это вообще сказка, просыпаешься ароматный, горячий кофе тебя ждёт :)))"
"5","Отличный кофе. Намного вкуснее чем в турке."
"1","Когда вынимаешь чашу с кофе, а в машине еще есть жидкость, то она заливает мгновенно все. В копеечных кофеварках за 400 грн срабатывает пружина. В дорогих срабатывает только полотенце или тряпка для вытирания. Не покупайте."
"4","Вообще я довольна.Только одно но,капля стоп не срабатывает,когда забираю чайник кофе капает.Нужно немного подождать."
"4","как по мне в управлении не хватает кнопок. Все функции вешать на пару кнопок - излишне, разбираться сложнее."
"5","Отличная кофеварка, я очень доволен покупкой. Кофе готовит быстро, в связи с этим пришлось увеличивать порцию кофе, но уже приловчился. Фильтры бумажные - дополнительные расходы, но меньше мороки с мытьем - сполоснул рожок и чайник и все :) Очень продуманный чайник - капли кофе стекают по пластиковой трубке и практически не слышно, как готовится кофе. Еще очень понравились мерные деления для налитой воды - необычный дизайн."
"4","Доставка, как всегда-супер."
"4","Брал лишь уповая на проверенный бренд и дизайн. В целом, не ошибся."
"5","Хороший получается кофе. Варит быстро. Нет пластикового привкуса, как в дешевых кофеварках"
"5","Купила в новую квартиру. Вписалась отлично в мою маленькую кухню. Свою функцию выполняет на отлично. На Розетке купила сразу же аксессуары к ней, средства для чистки и т.п."
"5","Заказал на розетке с этой кофеваркой одноразовые фильтры номер 2 , так как они указаны в разделе аксессуары к этой кофеварке, а теперь мне пишут что к ней нужны номер 4, то есть те что заказал я к ней не подойдут ??"
"5","Подойдет ли многоразовый фильтр номер 4 к данной кофеварке??"
"4","В общем очень неплохая кофеварка... Оправдала потраченные средства"
"5","Хорошая кофеварка без особых изысков, время подогрева целиком хватает, т.к, два часа назад сваренный кофе - это уже не кофе. Пользуемся год, поломок и дефектов не выявлено. Но и цена у неё не из бюджетных, переплата за бренд имеет место быть. Можно за эти деньги было сделать подсветку часов постоянную, а не несколько секунд."
"5","Мені сподобалось. Кава смачна, а кавоварка легка у використанні."
"5","А можно ли варить кофе без фильтра?"
"5","Дуже задоволені даною кавоваркою, якісні деталі, легко користуватись, легко мити. Я люблю пити дуже гарячі напої, тому для мене каву треба пити зразу після приготування, аби була хоч трохи тепла, сам підігрів чайничка не дуже гріє. Шумить дивно, особливо,коли закінчує готувати каву, але до цього звикли вже. На дві великі чашки насипаю 5 ложок кави, виходить дуже смачно."
"5","Чудова кавоварка за такі гроші. Рекомендую!!!"
"5","Моя распаковка"
"5","Мне очень понравилась.Удобная,внешний вид порадовал.Если сравнивать с рожковой то эта лучше, тем что не надо следить за процессом приготовления.Соотношение цена качество соответствует."
"5","пользуюсь уже 4 месяца, все нравится, только вот ни как не разберусь - как подогреть если уже наварил на 4 чашки, но выпить не успел?"
"5","Фільтр 4."
"5","Отличная кофеварка."
"5","Очень хорошая кофеварка!"
"5","Очень классная кофеварка.Все заявленные опции работают.Покупкой доволен.Всем рекомендую смело покупайте на розетке!"
"5","Покупала на подарок,остались довольны,кофе вкусный!!!"
