"5","Купили аппарат неделю назад. Очень довольны приобретением! Да, у него есть система самоочистки, но сливает при этом около 50мл воды, что совсем не существенно! На кухне занимает немного места, несомненный плюс, что есть регулировка высоты под чашку, а также возможность приготовить две чашки кофе одновременно. Любителям вкусного, ароматного, свежемолотого кофе рекомендую!"
"5","Отличный аппарат за свои деньги. За полгода эксплуатации проблем нет совсем. Советую приобретать кофе специально для еспрессо. Кофемолка высокого качества, что дает хороший помол. очень компактно и удобно распологается на кухонной поверхности. Только у меня черная. Мой обзор можно посмотреть здесь https://www.youtube.com/watch?v=vLfNkhwpNhw Вообщем рекомендую к покупке."
"4","Пользуюсь 2 недели.можно потерять контроль над количеством выпиваемого кофе.довольно.каппучино на 2 чашку пока не научилась делать."
